sample_id,hole_id,depth_from,depth_to,core_length,cr_%,ni,fe,mgo,sio2
B1/E07-031i/JAS/13,E07-031i,12,13,1,1,0.895,11.069,21.448,37.494
B1/E07-031i/JAS/14,E07-031i,13,14,1,1,0.985,10.205,23.656,39.873
B1/E07-031i/JAS/15,E07-031i,14,15,1,1,0.755,8.305,26.144,39.682
B1/E07-030i/JAS/01,E07-030i,0,1,1,1,0.48,35.932,0.941,11.362
B1/E07-030i/JAS/02,E07-030i,1,2,1,1,1.387,15.384,16.31,27.684
B1/E07-030i/JAS/03,E07-030i,2,3,1,1,1.409,23.145,14.144,32.286
B1/E07-030i/JAS/04,E07-030i,3,4,1,1,0.833,39.449,4.364,13.47
B1/E07-030i/JAS/05,E07-030i,4,5,1,1,1.355,20.624,12.6,36.376
B1/E07-030i/JAS/06,E07-030i,5,6,1,1,0.752,11.634,19.156,31.545
B1/E07-030i/JAS/07,E07-030i,6,7,1,1,1.28,15.625,17.314,34.823
B1/E07-030i/JAS/08,E07-030i,7,8,1,1,1.151,10.911,24.918,41.487
B1/E07-030i/JAS/09,E07-030i,8,9,1,1,0.365,7.492,25.489,35.792
B1/E07-030i/JAS/10,E07-030i,9,10,1,1,0.291,6.61,29.822,37.618
B1/E07-030i/JAS/11,E07-030i,10,11,1,1,0.244,6.603,29.488,36.236
B1/E07-030i/JAS/12,E07-030i,11,12,1,1,0.278,6.202,32.434,37.734
B1/F07-000i/JAS/01,F07-000i,0,1,1,1,0.408,26.469,2.648,19.344
B1/F07-000i/JAS/02,F07-000i,1,2,1,1,0.465,12.435,5.566,30.131
B1/F07-000i/JAS/03,F07-000i,2,3,1,1,0.689,35.484,1.73,13.96
B1/F07-000i/JAS/04,F07-000i,3,4,1,1,0.823,48.165,1.383,6.073
B1/F07-000i/JAS/05,F07-000i,4,5,1,1,1.46,24.046,6.782,32.556
B1/F07-000i/JAS/06,F07-000i,5,6,1,1,1.464,15.951,14.007,38.039
B1/F07-000i/JAS/07,F07-000i,6,7,1,1,1.136,35.944,6.083,14.935
B1/F07-000i/JAS/08,F07-000i,7,8,1,1,1.321,19.486,14.736,31.558
B1/F07-000i/JAS/09,F07-000i,8,9,1,1,1.264,19.842,13.557,35.132
B1/F07-000i/JAS/10,F07-000i,9,10,1,1,1.113,17.692,15.301,34.121
B1/F07-000i/JAS/11,F07-000i,10,11,1,1,1.097,15.149,17.338,32.904
B1/F07-000i/JAS/12,F07-000i,11,12,1,1,1.166,14.031,19.688,38.808
B1/F07-000i/JAS/13,F07-000i,12,13,1,1,0.882,14.836,15.615,41.881
B1/F07-000i/JAS/14,F07-000i,13,14,1,1,1.045,14.533,16.666,38.504
B1/F07-000i/JAS/15,F07-000i,14,15,1,1,0.584,8.676,26.998,41.776
B1/F07-001i/JAS/01,F07-001i,0,1,1,1,0.478,33.644,0.898,13.598
B1/F07-001i/JAS/02,F07-001i,1,2,1,1,0.735,44.938,1.177,6.846
B1/F07-001i/JAS/03,F07-001i,2,3,1,1,0.793,40.451,1.291,10.511
B1/F07-001i/JAS/04,F07-001i,3,4,1,1,1.436,29.615,7.25,24.425
B1/F07-001i/JAS/05,F07-001i,4,5,1,1,1.463,18.133,12.635,40.677
B1/F07-001i/JAS/06,F07-001i,5,6,1,1,1.744,12.606,18.961,42.187
B1/F07-001i/JAS/07,F07-001i,6,7,1,1,1.575,9.932,23.547,41.97
B1/F07-001i/JAS/08,F07-001i,7,7.55,0.55,1,1.986,7.745,27.722,41.506
B1/F07-001i/JAS/09,F07-001i,7.55,8,0.45,1,1.357,15.282,19.188,40.964
B1/F07-001i/JAS/10,F07-001i,8,9,1,1,1.099,15.27,18.738,38.703
B1/F07-001i/JAS/11,F07-001i,9,10,1,1,0.89,11.141,24.158,39.398
B1/F07-001i/JAS/12,F07-001i,10,11,1,1,0.576,11.092,24.655,40.658
B1/F07-001i/JAS/13,F07-001i,11,12,1,1,0.39,9.02,28.095,39.718
B1/F07-001i/JAS/14,F07-001i,12,13,1,1,0.319,7.002,29.227,39.773
B1/F07-001i/JAS/15,F07-001i,13,14,1,1,0.287,6.527,32.037,39.948
B1/F07-001i/JAS/16,F07-001i,14,15,1,1,0.276,6.33,32.278,38.851
B1/F07-001i/JAS/17,F07-001i,15,16,1,1,0.301,6.568,31.826,40.187
B1/F07-001i/JAS/18,F07-001i,16,17,1,1,0.289,6.335,31.887,39.503
B1/F07-001i/JAS/19,F07-001i,17,18,1,1,0.274,6.718,31.039,38.76
B1/F07-003i/JAS/01,F07-003i,0,1,1,1,0.318,28.206,0.752,16.504
B1/F07-003i/JAS/02,F07-003i,1,2,1,1,0.391,30.634,0.854,11.857
B1/F07-003i/JAS/03,F07-003i,2,3,1,1,0.648,32.312,1.206,19.297
B1/F07-003i/JAS/04,F07-003i,3,4,1,1,0.588,37.025,1.038,17.519
B1/F07-003i/JAS/05,F07-003i,4,5,1,1,0.351,18.012,0.822,46.531
B1/F07-003i/JAS/06,F07-003i,5,6,1,1,0.804,48.843,0.977,4.208
B1/F07-003i/JAS/07,F07-003i,6,7,1,1,0.836,49.568,0.648,3.589
B1/F07-003i/JAS/08,F07-003i,7,8,1,1,0.847,50.815,0.896,3.731
B1/F07-003i/JAS/09,F07-003i,8,9,1,1,0.989,46.761,0.777,3.595
B1/F07-003i/JAS/10,F07-003i,9,10,1,1,0.957,46.663,0.97,4.066
B1/F07-003i/JAS/11,F07-003i,10,11,1,1,1.087,44.666,0.77,3.91
B1/F07-003i/JAS/12,F07-003i,11,12,1,1,0.99,38.021,1.218,7.183
B1/F07-003i/JAS/13,F07-003i,12,13,1,1,1.183,43.199,1.763,9.081
B1/F07-003i/JAS/14,F07-003i,13,14,1,1,1.305,42.56,1.975,10.398
B1/F07-003i/JAS/15,F07-003i,14,15,0.63,0.63,1.287,42.405,1.667,9.566
B1/F07-003i/JAS/16,F07-003i,15,16,1,1,1.173,41.376,1.127,7.814
B1/F07-003i/JAS/17,F07-003i,16,17,1,1,1.585,33.058,7.012,15.718
B1/F07-003i/JAS/18,F07-003i,17,18,1,1,1.611,33.86,5.405,19.743
B1/F07-003i/JAS/19,F07-003i,18,19,1,1,1.759,23.056,13.935,27.173
B1/F07-003i/JAS/20,F07-003i,19,20,0.7,0.7,1.445,10.402,24.381,32.307
B1/F07-003i/JAS/21,F07-003i,20,21,1,1,1.41,9.234,27.8,38.679
B1/F07-002i/JAS/01,F07-002i,0,1,1,1,0.212,18.876,0.849,22.575
B1/F07-002i/JAS/02,F07-002i,1,2,1,1,0.298,23.37,1.629,22.898
B1/F07-002i/JAS/03,F07-002i,2,3,1,1,0.294,26.913,0.925,18.161
B1/F07-002i/JAS/04,F07-002i,3,4,1,1,0.557,34.454,1.064,15.726
B1/F07-002i/JAS/05,F07-002i,4,5,1,1,0.453,25.308,0.95,30.063
B1/F07-002i/JAS/06,F07-002i,5,6,1,1,0.25,15.065,0.814,46.427
B1/F07-002i/JAS/07,F07-002i,6,7,1,1,0.358,17.135,1.52,42.057
B1/F07-002i/JAS/08,F07-002i,7,8,1,1,1.282,34.245,5.821,15.921
B1/F07-002i/JAS/09,F07-002i,8,9,1,1,1.994,15.615,18.555,32.845
B1/F07-002i/JAS/10,F07-002i,9,10,1,1,1.852,27.999,9.358,27.726
B1/F07-002i/JAS/11,F07-002i,10,11,1,1,2.066,11.358,22.24,36.72
B1/F07-002i/JAS/12,F07-002i,11,12,1,1,1.452,7.418,25.139,38.299
B1/F07-002i/JAS/13,F07-002i,12,13,1,1,0.571,8.047,27.47,42.308
B1/F07-002i/JAS/14,F07-002i,13,14,1,1,0.639,9.81,27.272,36.697
B1/F07-002i/JAS/15,F07-002i,14,15,1,1,0.74,14.643,20.726,34.78
B1/F07-002i/JAS/16,F07-002i,15,16,1,1,0.522,8.77,26.662,35.198
B1/F07-002i/JAS/17,F07-002i,16,17,1,1,0.555,8.141,27.188,34.168
B1/F07-002i/JAS/18,F07-002i,17,18,1,1,0.61,9.625,25.196,36.983
B1/F07-005i/JAS/01,F07-005i,0,1,1,1,0.463,29.59,0.844,20.437
B1/F07-005i/JAS/02,F07-005i,1,2,1,1,0.802,36.66,1.291,12.95
B1/F07-005i/JAS/03,F07-005i,2,3,1,1,0.828,33.88,1.048,15.469
B1/F07-005i/JAS/04,F07-005i,3,4,1,1,1.107,42.379,0.999,8.05
B1/F07-005i/JAS/05,F07-005i,4,5,1,1,1.04,40.762,1.42,9.093
B1/F07-005i/JAS/06,F07-005i,5,6,1,1,1.082,44.327,1.155,7.888
B1/F07-005i/JAS/07,F07-005i,6,7,1,1,1.045,24.494,12.119,17.292
B1/F07-005i/JAS/08,F07-005i,7,8,1,1,1.403,27.711,8.489,23.604
B1/F07-005i/JAS/09,F07-005i,8,9,1,1,1.772,26.517,6.692,21.61
B1/F07-005i/JAS/10,F07-005i,9,10,1,1,1.732,25.272,9.886,27.856
B1/F07-005i/JAS/11,F07-005i,10,11,1,1,1.488,8.467,24.202,36.536
B1/F07-005i/JAS/12,F07-005i,11,12,1,1,0.453,6.634,30.161,36.653
B1/F07-005i/JAS/13,F07-005i,12,13,1,1,0.276,6.396,30.42,34.735
B1/F07-005i/JAS/14,F07-005i,13,14,1,1,0.252,5.893,30.448,35.604
B1/F07-005i/JAS/15,F07-005i,14,15,0.63,0.63,0.256,5.855,32.443,36.395
B1/F07-005i/JAS/16,F07-005i,15,16,1,1,0.258,5.83,33.316,38.316
B1/F07-005i/JAS/17,F07-005i,16,17,1,1,0.259,5.962,32.262,36.605
B1/F07-005i/JAS/18,F07-005i,17,18,1,1,0.278,6.352,31.376,35.865
B1/F07-005i/JAS/19,F07-005i,18,19,1,1,0.274,6.147,33.522,36.964
B1/F07-005i/JAS/20,F07-005i,19,20,0.7,0.7,0.262,5.922,33.621,37.557
B1/F07-004i/JAS/01,F07-004i,0,1,1,1,0.303,24.612,1.218,19.922
B1/F07-004i/JAS/02,F07-004i,1,2,1,1,0.635,32.638,1.675,16.286
B1/F07-004i/JAS/03,F07-004i,2,3,1,1,0.694,40.69,1.241,9.259
B1/F07-004i/JAS/04,F07-004i,3,4,1,1,0.797,39.348,1.064,14.875
B1/F07-004i/JAS/05,F07-004i,4,5,1,1,0.376,18.629,1.357,46.088
B1/F07-004i/JAS/06,F07-004i,5,6,1,1,1.064,46.272,0.927,4.825
B1/F07-004i/JAS/07,F07-004i,6,7,1,1,0.957,48.222,0.705,4.248
B1/F07-004i/JAS/08,F07-004i,7,8,1,1,1.2,47.384,1.039,4.659
B1/F07-004i/JAS/09,F07-004i,8,8.55,0.55,1,1.626,23.403,13.414,20.616
B1/F07-004i/JAS/10,F07-004i,8.55,9,0.45,1,0.793,5.906,33.545,36.142
B1/F07-004i/JAS/11,F07-004i,9,10,1,1,0.862,14.207,21.627,28.138
B1/F07-004i/JAS/12,F07-004i,10,11,1,1,1.939,9.185,26.445,38.264
B1/F07-004i/JAS/13,F07-004i,11,12,1,1,1.645,11.336,22.783,37.947
B1/F07-004i/JAS/14,F07-004i,12,13,1,1,1.31,11.547,22.365,36.831
B1/F07-004i/JAS/15,F07-004i,13,14,1,1,0.507,7.367,30.341,34.635
B1/F07-004i/JAS/16,F07-004i,14,14.5,0.5,1,0.307,5.87,34.294,35.445
B1/F07-004i/JAS/17,F07-004i,14.5,15,0.5,1,0.974,11.932,18.388,35.457
B1/F07-004i/JAS/18,F07-004i,15,16,1,1,0.87,13.397,21.638,35.355
B1/F07-004i/JAS/19,F07-004i,16,17,1,1,0.482,9.323,26.485,36.291
B1/F07-004i/JAS/20,F07-004i,17,18,1,1,0.374,7.1,30.758,39.255
B1/F07-004i/JAS/21,F07-004i,18,19,1,1,0.34,7.047,30.367,36.173
B1/F07-004i/JAS/22,F07-004i,19,20,1,1,0.583,9.508,29.313,38.815
B1/F07-004i/JAS/23,F07-004i,20,21,1,1,0.479,9.626,26.569,34.62
B1/F07-035i/JAS/01,F07-035i,0,1,1,1,0.21,21.77,1.447,21.669
B1/F07-035i/JAS/02,F07-035i,1,2,0.8,0.8,0.287,22.201,1.544,24.025
B1/F07-035i/JAS/03,F07-035i,2,3,0.8,0.8,0.311,22.378,0.962,23.463
B1/F07-035i/JAS/04,F07-035i,3,4,1,1,0.407,31.972,0.958,14.61
B1/F07-035i/JAS/05,F07-035i,4,5,1,1,0.381,30.244,0.883,15.334
B1/F07-035i/JAS/06,F07-035i,5,6,1,1,0.357,28.793,0.853,18.099
B1/F07-035i/JAS/07,F07-035i,6,7,1,1,0.418,33.031,0.971,14.056
B1/F07-035i/JAS/08,F07-035i,7,8,1,1,0.751,39.429,1.097,10.915
B1/F07-035i/JAS/09,F07-035i,8,9,1,1,0.672,32.429,1.211,19.046
B1/F07-035i/JAS/10,F07-035i,9,10,1,1,1.613,23.065,13.077,27.587
B1/F07-035i/JAS/11,F07-035i,10,11,1,1,1.989,7.986,26.102,39.475
B1/F07-035i/JAS/12,F07-035i,11,12,1,1,1.759,11.848,20.266,39.174
B1/F07-035i/JAS/13,F07-035i,12,13,1,1,1.252,11.856,21.14,38.296
B1/F07-035i/JAS/14,F07-035i,13,14,1,1,1.01,10.782,22.12,40.957
B1/F07-035i/JAS/15,F07-035i,14,15,1,1,0.994,10.281,23.382,36.828
B1/F07-035i/JAS/16,F07-035i,15,16,1,1,1.093,15.645,17.876,31.299
B1/F07-035i/JAS/17,F07-035i,16,17,1,1,1.136,12.702,21.777,40.783
B1/F07-035i/JAS/18,F07-035i,17,18,1,1,0.994,10.719,24.234,37.726
B1/F07-035i/JAS/19,F07-035i,18,19,1,1,0.841,10.95,21.693,37.788
B1/F07-035i/JAS/20,F07-035i,19,20,1,1,0.597,7.311,29.452,38.416
B1/F07-006/JAS/01,F07-006,0,1,1,1,0.507,31.828,1.948,17.199
B1/F07-006/JAS/02,F07-006,1,2,1,1,0.645,38.157,2.088,12.728
B1/F07-006/JAS/03,F07-006,2,2.4,0.4,1,1.106,29.537,10.34,15.36
B1/F07-006/JAS/04,F07-006,2.4,3,0.6,1,0.309,5.585,31.135,34.821
B1/F07-006/JAS/05,F07-006,3,4,1,1,0.312,5.626,34.103,34.726
B1/F07-006/JAS/06,F07-006,4,4.83,0.83,1,0.31,5.593,34.619,35.431
B1/F07-006/JAS/07,F07-006,4.83,5,0.17,1,1.408,12.121,24.868,41.39
B1/F07-006/JAS/08,F07-006,5,6,1,1,1.346,8.956,26.364,37.276
B1/F07-006/JAS/09,F07-006,6,7,1,1,1.202,8.93,27.502,39.012
B1/F07-006/JAS/10,F07-006,7,8,1,1,0.478,7.639,29.997,40.075
B1/F07-006/JAS/11,F07-006,8,9,1,1,0.32,7.683,29.674,40.385
B1/F07-006/JAS/12,F07-006,9,10,1,1,0.313,6.988,29.752,38.728
B1/F07-006/JAS/13,F07-006,10,11,1,1,0.367,6.809,29.994,38.516
B1/F07-006/JAS/14,F07-006,11,12,1,1,0.682,8.49,26.96,40.425
B1/F07-006/JAS/15,F07-006,12,13,1,1,0.619,8.285,30.285,41.894
B1/F07-006/JAS/16,F07-006,13,14,1,1,0.607,7.715,30.842,41.452
B1/F07-006/JAS/17,F07-006,14,15,1,1,0.613,7.125,31.005,40.555
B1/F07-006/JAS/18,F07-006,15,16,1,1,0.39,6.19,32.712,38.548
B1/F07-006/JAS/19,F07-006,16,17,1,1,0.443,6.48,31.298,39.528
B1/F07-006/JAS/20,F07-006,17,18,1,1,0.373,6.157,31.889,38.099
B1/F07-006/JAS/21,F07-006,18,19,1,1,0.325,6.289,31.252,36.121
B1/F07-006/JAS/22,F07-006,19,20,1,1,0.316,6.287,32.103,36.853
B1/F07-033i/JAS/01,F07-033i,0,1,1,1,0.365,30.909,0.959,14.723
B1/F07-033i/JAS/02,F07-033i,1,2,1,1,0.303,28.628,1.084,16.28
B1/F07-033i/JAS/03,F07-033i,2,3,1,1,0.25,24.581,0.675,19.875
B1/F07-033i/JAS/04,F07-033i,3,4,1,1,0.255,18.803,0.85,24.862
B1/F07-033i/JAS/05,F07-033i,4,5,1,1,0.395,31.003,0.747,14.642
B1/F07-033i/JAS/06,F07-033i,5,6,1,1,0.736,45.295,1.587,6.811
B1/F07-033i/JAS/07,F07-033i,6,7,1,1,0.903,46.751,1.477,5.697
B1/F07-033i/JAS/08,F07-033i,7,8,1,1,1.163,32.914,6.068,15.76
B1/F07-033i/JAS/09,F07-033i,8,9,1,1,1.246,25.592,8.424,27.413
B1/F07-033i/JAS/10,F07-033i,9,9.44,0.44,1,1.037,8.01,26.155,35.171
B1/F07-033i/JAS/11,F07-033i,9.44,10,0.56,1,0.342,6.246,30.533,33.34
B1/F07-033i/JAS/12,F07-033i,10,11,1,1,0.477,6.139,33.7,36.659
B1/F07-033i/JAS/13,F07-033i,11,12,1,1,1.206,11.016,22.664,36.507
B1/F07-033i/JAS/14,F07-033i,12,13,1,1,1.059,13.325,18.335,39.058
B1/F07-033i/JAS/15,F07-033i,13,14,1,1,0.799,8.866,27.632,37.584
B1/F07-033i/JAS/16,F07-033i,14,15,1,1,0.966,9.707,25.217,37.538
B1/F07-033i/JAS/17,F07-033i,15,16,1,1,0.665,8.433,26.316,35.807
B1/F07-033i/JAS/18,F07-033i,16,17,1,1,0.641,7.405,27.817,35.218
B1/F07-033i/JAS/19,F07-033i,17,18,1,1,0.869,10.928,23.921,38.783
B1/F07-033i/JAS/20,F07-033i,18,19,1,1,0.877,10.714,24.453,39.533
B1/F07-033i/JAS/21,F07-033i,19,20,1,1,0.862,11.469,22.993,37.762
B1/E07-063i/JAS/01,E07-063i,0,1,1,1,0.561,38.07,1.072,9.926
B1/E07-063i/JAS/02,E07-063i,1,2,1,1,1.238,37.143,4.975,13.998
B1/E07-063i/JAS/03,E07-063i,2,3,1,1,1.215,17.265,12.825,30.644
B1/E07-063i/JAS/04,E07-063i,3,4,1,1,1.336,23.28,10.583,26.778
B1/E07-063i/JAS/05,E07-063i,4,5,1,1,1.401,24.698,7.713,27.02
B1/E07-063i/JAS/06,E07-063i,5,6,1,1,1.394,11.279,24.325,36.748
B1/E07-063i/JAS/07,E07-063i,6,7,1,1,1.219,10.531,24.496,37.819
B1/E07-063i/JAS/08,E07-063i,7,7.65,0.65,1,0.674,9.262,26.013,39.522
B1/E07-063i/JAS/09,E07-063i,7.65,8,0.35,1,0.253,5.729,33.481,35.147
B1/E07-063i/JAS/10,E07-063i,8,9,1,1,0.337,6.924,30.19,38.836
B1/E07-063i/JAS/11,E07-063i,9,10,1,1,0.28,5.964,32.804,39.661
B1/E07-063i/JAS/12,E07-063i,10,11,1,1,0.26,5.856,33.244,38.557
B1/E07-063i/JAS/13,E07-063i,11,12,1,1,0.235,5.597,30.948,37.778
B1/E07-063i/JAS/14,E07-063i,12,13,1,1,0.247,5.637,32.573,39.157
B1/E07-063i/JAS/15,E07-063i,13,14,1,1,0.245,5.465,33.093,40.378
B1/E07-063i/JAS/16,E07-063i,14,15,1,1,0.243,5.456,33.96,39.8
B1/F07-037i/JAS/01,F07-037i,0,1,1,1,0.666,31.805,3.291,16.449
B1/F07-037i/JAS/02,F07-037i,1,2,1,1,1.015,34.953,4.553,14.348
B1/F07-037i/JAS/03,F07-037i,2,3,1,1,1.161,12.398,23.447,34.901
B1/F07-037i/JAS/04,F07-037i,3,4,1,1,1.506,16.845,20.891,33.591
B1/F07-037i/JAS/05,F07-037i,4,5,1,1,1.528,11.587,22.777,36.525
B1/F07-037i/JAS/06,F07-037i,5,5.25,0.25,1,0.729,6.437,30.657,35.935
B1/F07-037i/JAS/07,F07-037i,5.25,6,0.75,1,1.578,24.673,11.094,23.594
B1/F07-037i/JAS/08,F07-037i,6,6.53,0.53,1,0.317,5.843,32.836,34.369
B1/F07-037i/JAS/09,F07-037i,6.53,7,0.47,1,1.056,23.516,9.591,28.543
B1/F07-037i/JAS/10,F07-037i,7,8,1,1,0.837,16.72,20.939,35.691
B1/F07-037i/JAS/11,F07-037i,8,9,1,1,0.884,13.192,21.401,35.232
B1/F07-037i/JAS/12,F07-037i,9,10,1,1,1.047,21.879,17.834,31.348
B1/F07-037i/JAS/13,F07-037i,10,11,1,1,1.165,12.245,24.639,33.845
B1/F07-037i/JAS/14,F07-037i,11,12,1,1,0.838,8.486,27.779,38.66
B1/F07-037i/JAS/15,F07-037i,12,13,1,1,0.356,7.148,30.779,38.103
B1/F07-037i/JAS/16,F07-037i,13,14,1,1,0.275,5.912,33.071,37.477
B1/F07-037i/JAS/17,F07-037i,14,15,1,1,0.27,5.861,33.323,37.491
B1/F07-037i/JAS/18,F07-037i,15,16,1,1,0.266,5.84,33.189,37.125
B1/F07-037i/JAS/19,F07-037i,16,17,1,1,0.267,5.904,33.746,37.545
B1/F07-037i/JAS/20,F07-037i,17,18,1,1,0.253,5.661,32.51,37.493
B1/E07-061i/JAS/01,E07-061i,0,1,1,1,0.461,35.143,1.274,11.417
B1/E07-061i/JAS/02,E07-061i,1,2,1,1,0.88,42.718,1.893,7.67
B1/E07-061i/JAS/03,E07-061i,2,3,1,1,0.842,10.934,23.033,32.274
B1/E07-061i/JAS/04,E07-061i,3,4,1,1,0.879,9.119,25.352,37.128
B1/E07-061i/JAS/05,E07-061i,4,5,1,1,0.604,15.907,15.904,38.521
B1/E07-061i/JAS/06,E07-061i,5,6,1,1,0.44,11.655,21.343,41.343
B1/E07-061i/JAS/07,E07-061i,6,7,1,1,0.387,9.677,24.307,40.868
B1/E07-061i/JAS/08,E07-061i,7,7.44,0.44,1,0.269,5.859,33.559,37.343
B1/E07-061i/JAS/09,E07-061i,7.44,8,0.56,1,0.341,8.18,26.324,39.953
B1/E07-061i/JAS/10,E07-061i,8,9,1,1,0.315,7.245,28.008,39.519
B1/E07-061i/JAS/11,E07-061i,9,10,1,1,0.495,7.863,27.05,40.426
B1/E07-060i/JAS/01,E07-060i,0,0.43,0.43,1,0.804,19.985,14.985,26.154
B1/E07-060i/JAS/02,E07-060i,0.43,1,0.57,1,0.672,11.417,23.995,34.921
B1/E07-060i/JAS/03,E07-060i,1,2,1,1,0.409,8.312,26.639,38.071
B1/E07-060i/JAS/04,E07-060i,2,3,1,1,0.29,6.703,31.852,39.579
B1/E07-060i/JAS/05,E07-060i,3,4,1,1,0.267,6.129,32.928,39.076
B1/E07-060i/JAS/06,E07-060i,4,5,1,1,0.262,5.785,33.881,38.736
B1/E07-060i/JAS/07,E07-060i,5,6,1,1,0.26,5.675,32.482,37.71
B1/E07-060i/JAS/08,E07-060i,6,7,1,1,0.279,5.998,33.249,36.981
B1/E07-060i/JAS/09,E07-060i,7,8,1,1,0.302,6.224,32.412,37.538
B1/E07-060i/JAS/10,E07-060i,8,9,1,1,0.251,5.721,34.586,38.523
B1/E07-060i/JAS/11,E07-060i,9,10,1,1,0.259,6.108,33.164,38.753
B1/F07-036i/JAS/01,F07-036i,0,1,1,1,0.534,33.657,2.266,15.728
B1/F07-036i/JAS/02,F07-036i,1,2,1,1,0.748,32.34,3.956,18.523
B1/F07-036i/JAS/03,F07-036i,2,3,1,1,0.854,34.415,3.783,17.301
B1/F07-036i/JAS/04,F07-036i,3,4,1,1,0.892,34.24,4.078,17.941
B1/F07-036i/JAS/05,F07-036i,4,5,1,1,1.432,17.305,15.729,31.806
B1/F07-036i/JAS/06,F07-036i,5,6,1,1,1.039,9.225,26.176,37.595
B1/F07-036i/JAS/07,F07-036i,6,7,1,1,0.787,9.961,25.3,41.16
B1/F07-036i/JAS/08,F07-036i,7,8,1,1,0.573,10.038,24.945,40.48
B1/F07-036i/JAS/09,F07-036i,8,9,1,1,0.547,9.087,28.588,39.466
B1/F07-036i/JAS/10,F07-036i,9,10,1,1,0.445,8.342,27.691,37.989
B1/F07-036i/JAS/11,F07-036i,10,11,1,1,0.349,7.681,28.388,38.167
B1/F07-036i/JAS/12,F07-036i,11,12,1,1,0.443,8.408,29.033,39.39
B1/F07-036i/JAS/13,F07-036i,12,13,1,1,0.845,9.188,26.587,42.097
B1/F07-036i/JAS/14,F07-036i,13,14,1,1,0.535,7.696,31.011,41.564
B1/F07-036i/JAS/15,F07-036i,14,15,1,1,0.339,7.732,30.56,38.371
B1/F07-036i/JAS/16,F07-036i,15,16,1,1,0.353,7.604,30.449,37.642
B1/F07-036i/JAS/17,F07-036i,16,17,1,1,0.304,6.71,31.866,38.603
B1/F07-036i/JAS/18,F07-036i,17,18,1,1,0.286,6.152,31.779,36.944
B1/F07-034i/JAS/01,F07-034i,0,1,1,1,0.301,29.208,0.849,16.348
B1/F07-034i/JAS/02,F07-034i,1,2,1,1,0.364,27.808,0.769,16.606
B1/F07-034i/JAS/03,F07-034i,2,3,1,1,0.66,41.564,0.843,8.378
B1/F07-034i/JAS/04,F07-034i,3,4,1,1,0.712,43.466,1.211,5.363
B1/F07-034i/JAS/05,F07-034i,4,5,1,1,0.835,38.848,5.67,11.666
B1/F07-034i/JAS/06,F07-034i,5,5.6,0.6,1,1.272,31.665,6.571,17.247
B1/F07-034i/JAS/07,F07-034i,5.6,6.15,0.55,1,0.505,5.885,33.49,36.015
B1/F07-034i/JAS/08,F07-034i,6.15,6.68,0.53,1,1.434,10.069,26.269,36.762
B1/F07-034i/JAS/09,F07-034i,6.68,7,0.32,1,0.382,6.608,33.906,36.017
B1/F07-034i/JAS/10,F07-034i,7,8,0.8,0.8,1.09,12.799,23.72,33.069
B1/F07-034i/JAS/11,F07-034i,8,9,1,1,1.329,20.879,12.459,30.935
B1/F07-034i/JAS/12,F07-034i,9,10,1,1,1.067,14.916,22.146,37.153
B1/F07-034i/JAS/13,F07-034i,10,11,1,1,0.672,12.519,24.989,37.505
B1/F07-034i/JAS/14,F07-034i,11,12,1,1,0.58,11.73,22.971,39.646
B1/F07-034i/JAS/15,F07-034i,12,13,1,1,0.498,8.74,27.708,38.923
B1/F07-034i/JAS/16,F07-034i,13,14,1,1,0.446,8.307,28.323,38.898
B1/F07-034i/JAS/17,F07-034i,14,15,1,1,0.449,7.336,29.111,37.12
B1/F07-034i/JAS/18,F07-034i,15,16,1,1,0.424,6.825,30.874,38.879
B1/F07-034i/JAS/19,F07-034i,16,17,1,1,0.553,6.835,28.675,39.329
B1/F07-034i/JAS/20,F07-034i,17,18,1,1,0.71,7.126,30.459,39.054
B1/F07-032i/JAS/01,F07-032i,0,1,1,1,0.422,34.591,1.014,12.186
B1/F07-032i/JAS/02,F07-032i,1,2,1,1,0.735,44.686,1.045,6.39
B1/F07-032i/JAS/03,F07-032i,2,3,1,1,0.994,48.629,1.141,4.737
B1/F07-032i/JAS/04,F07-032i,3,4,1,1,0.747,45.072,0.854,3.157
B1/F07-032i/JAS/05,F07-032i,4,5,1,1,0.858,49.915,0.854,3.62
B1/F07-032i/JAS/06,F07-032i,5,6,1,1,1.206,41.561,2.065,11.386
B1/F07-032i/JAS/07,F07-032i,6,7,1,1,1.224,35.841,4.605,15.984
B1/F07-032i/JAS/08,F07-032i,7,8,1,1,1.566,26.216,7.586,28.954
B1/F07-032i/JAS/09,F07-032i,8,9,1,1,1.507,12.703,21.77,36.062
B1/F07-032i/JAS/10,F07-032i,9,10,1,1,1.674,14.502,21.226,36.467
B1/F07-032i/JAS/11,F07-032i,10,11,1,1,1.516,13.583,21.18,36.087
B1/F07-032i/JAS/12,F07-032i,11,12,1,1,1.27,8.419,28.278,39.872
B1/F07-032i/JAS/13,F07-032i,12,12.35,0.35,1,0.883,7.97,29.305,37.454
B1/F07-032i/JAS/14,F07-032i,12.35,12.7,0.35,1,0.495,6.048,31.722,34.824
B1/F07-032i/JAS/15,F07-032i,12.7,13,0.3,1,0.741,7.247,30.218,37.867
B1/F07-032i/JAS/16,F07-032i,13,14,1,1,0.937,8.033,27.964,38.336
B1/F07-032i/JAS/17,F07-032i,14,15,1,1,0.431,6.715,31.07,37.271
