sample_id,hole_id,depth_from,depth_to,core_length,cr_%,lith
B1/E07-053B/JAS/21,E07-053B,19,19.3,0.3,1,RSAP
B1/E07-053B/JAS/22,E07-053B,19.3,19.65,0.35,1,RSAP
B1/E07-053B/JAS/23,E07-053B,19.65,20,0.35,1,RSAP
B1/E07-053B/JAS/24,E07-053B,20,21,1,1,RSAP
B1/E07-053B/JAS/25,E07-053B,21,22,1,1,BRK
B1/E07-053B/JAS/26,E07-053B,22,22.5,0.5,1,BRK
B1/E07-054/JAS/01,E07-054,0,1,1,1,LIM
B1/E07-054/JAS/02,E07-054,1,2,1,1,LIM
B1/E07-054/JAS/03,E07-054,2,3,1,1,LIM
B1/E07-054/JAS/04,E07-054,3,4,1,1,LIM
B1/E07-054/JAS/05,E07-054,4,5,1,1,LIM
B1/E07-054/JAS/06,E07-054,5,6,1,1,LIM
B1/E07-054/JAS/07,E07-054,6,7,1,1,LIM
B1/E07-054/JAS/08,E07-054,7,8,1,1,SAP
B1/E07-054/JAS/09,E07-054,8,9,1,1,SAP
B1/E07-054/JAS/10,E07-054,9,10,1,1,SAP
B1/E07-054/JAS/11,E07-054,10,11,1,1,SAP
B1/E07-054/JAS/12,E07-054,11,12,1,1,SAP
B1/E07-054/JAS/13,E07-054,12,13,1,1,SAP
B1/E07-054/JAS/14,E07-054,13,14,1,1,SAP
B1/E07-054/JAS/15,E07-054,14,15,1,1,RSAP
B1/E07-054/JAS/16,E07-054,15,16,1,1,RSAP
B1/E07-054/JAS/17,E07-054,16,17,1,1,RSAP
B1/E07-054/JAS/18,E07-054,17,18,1,1,RSAP
B1/E07-054/JAS/19,E07-054,18,19,1,1,RSAP
B1/E07-054/JAS/20,E07-054,19,19.5,0.5,1,RSAP
B1/E07-055/JAS/01,E07-055,0,1,1,1,LIM
B1/E07-055/JAS/02,E07-055,1,2,1,1,LIM
B1/E07-055/JAS/03,E07-055,2,3,0.8,0.8,LIM
B1/E07-055/JAS/04,E07-055,3,4,1,1,SAP
B1/E07-055/JAS/05,E07-055,4,5,1,1,SAP
B1/E07-055/JAS/06,E07-055,5,6,1,1,SAP
B1/E07-055/JAS/07,E07-055,6,7,1,1,SAP
B1/E07-055/JAS/08,E07-055,7,8,1,1,SAP
B1/E07-055/JAS/09,E07-055,8,8.43,0.43,1,SAP
B1/E07-055/JAS/10,E07-055,8.43,8.77,0.34,1,BLD
B1/E07-055/JAS/11,E07-055,8.77,9,0.23,1,SAP
B1/E07-055/JAS/12,E07-055,9,10,1,1,SAP
B1/E07-055/JAS/13,E07-055,10,10.31,0.31,1,SAP
B1/E07-055/JAS/14,E07-055,10.31,11,0.69,1,BRK
B1/E07-055/JAS/15,E07-055,11,12,1,1,BRK
B1/E07-055/JAS/16,E07-055,12,12.35,0.35,1,BRK
B1/E07-056/JAS/01,E07-056,0,0.4,0.4,1,LIM
B1/E07-056/JAS/02,E07-056,0.4,1,0.6,1,LIM
B1/E07-056/JAS/03,E07-056,1,1.4,0.4,1,LIM
B1/E07-056/JAS/04,E07-056,1.4,2,0.6,1,SAP
B1/E07-056/JAS/05,E07-056,2,3,1,1,SAP
B1/E07-056/JAS/06,E07-056,3,4,1,1,SAP
B1/E07-056/JAS/07,E07-056,4,5,1,1,SAP
B1/E07-056/JAS/08,E07-056,5,6,1,1,SAP
B1/E07-056/JAS/09,E07-056,6,6.3,0.3,1,BLD
B1/E07-056/JAS/10,E07-056,6.3,7,0.7,1,SAP
B1/E07-056/JAS/11,E07-056,7,8,1,1,SAP
B1/E07-056/JAS/12,E07-056,8,9,1,1,SAP
B1/E07-056/JAS/13,E07-056,9,10,1,1,SAP
B1/E07-056/JAS/14,E07-056,10,10.54,0.54,1,SAP
B1/E07-056/JAS/15,E07-056,10.54,10.74,0.2,1,BLD
B1/E07-056/JAS/16,E07-056,10.74,11,0.26,1,RSAP
B1/E07-056/JAS/17,E07-056,11,12,1,1,RSAP
B1/E07-056/JAS/18,E07-056,12,13,1,1,RSAP
B1/E07-056/JAS/19,E07-056,13,13.27,0.27,1,RSAP
B1/E07-056/JAS/20,E07-056,13.27,14,0.73,1,BRK
B1/E07-056/JAS/21,E07-056,14,15,1,1,BRK
B1/E07-057/JAS/01,E07-057,0,1,1,1,LIM
B1/E07-057/JAS/02,E07-057,1,2,1,1,LIM
B1/E07-057/JAS/03,E07-057,2,3,1,1,LIM
B1/E07-057/JAS/04,E07-057,3,4,1,1,LIM
B1/E07-057/JAS/05,E07-057,4,5,1,1,LIM
B1/E07-057/JAS/06,E07-057,5,6,1,1,SAP
B1/E07-057/JAS/07,E07-057,6,6.46,0.46,1,BLD
B1/E07-057/JAS/08,E07-057,6.46,7,0.54,1,SAP
B1/E07-057/JAS/09,E07-057,7,8,1,1,SAP
B1/E07-057/JAS/10,E07-057,8,9,1,1,SAP
B1/E07-057/JAS/11,E07-057,9,9.52,0.52,1,BLD
B1/E07-057/JAS/12,E07-057,9.52,10,0.48,1,RSAP
B1/E07-057/JAS/13,E07-057,10,11,1,1,RSAP
B1/E07-057/JAS/14,E07-057,11,12,1,1,RSAP
B1/E07-057/JAS/15,E07-057,12,13,1,1,SAP
B1/E07-057/JAS/16,E07-057,13,14,1,1,RSAP
B1/E07-057/JAS/17,E07-057,14,15,1,1,RSAP
B1/E07-057/JAS/18,E07-057,15,16,1,1,BRK
B1/E07-057/JAS/19,E07-057,16,16.5,0.5,1,BRK
B1/E07-058/JAS/01,E07-058,0,0.36,0.36,1,LIM
B1/E07-058/JAS/02,E07-058,0.36,1,0.64,1,LIM
B1/E07-058/JAS/03,E07-058,1,2,1,1,LIM
B1/E07-058/JAS/04,E07-058,2,2.3,0.3,1,LIM
B1/E07-058/JAS/05,E07-058,2.3,3,0.7,1,LIM
B1/E07-058/JAS/06,E07-058,3,4,0.9,0.9,LIM
B1/E07-058/JAS/07,E07-058,4,5,1,1,LIM
B1/E07-058/JAS/08,E07-058,5,5.38,0.38,1,LIM
B1/E07-058/JAS/09,E07-058,5.38,5.74,0.36,1,BLD
B1/E07-058/JAS/10,E07-058,5.74,6,0.26,1,SAP
B1/E07-058/JAS/11,E07-058,6,7,1,1,SAP
B1/E07-058/JAS/12,E07-058,7,8,1,1,SAP
B1/E07-058/JAS/13,E07-058,8,8.78,0.78,1,SAP
B1/E07-058/JAS/14,E07-058,8.78,9,0.22,1,SAP
B1/E07-058/JAS/15,E07-058,9,9.4,0.4,1,SAP
B1/E07-058/JAS/16,E07-058,9.4,10,0.6,1,RSAP
B1/E07-058/JAS/17,E07-058,10,11,1,1,RSAP
B1/E07-058/JAS/18,E07-058,11,12,1,1,RSAP
B1/E07-058/JAS/19,E07-058,12,13,1,1,RSAP
B1/E07-058/JAS/20,E07-058,13,14,1,1,RSAP
B1/E07-058/JAS/21,E07-058,14,15,1,1,RSAP
B1/E07-058/JAS/22,E07-058,15,15.4,0.4,1,RSAP
B1/E07-059/JAS/01,E07-059,0,1,1,1,LIM
B1/E07-059/JAS/02,E07-059,1,2,1,1,RSAP
B1/E07-059/JAS/03,E07-059,2,3,1,1,SAP
B1/E07-059/JAS/04,E07-059,3,4,1,1,SAP
B1/E07-059/JAS/05,E07-059,4,5,1,1,RSAP
B1/E07-059/JAS/06,E07-059,5,6,1,1,SAP
B1/E07-059/JAS/07,E07-059,6,7,1,1,BRK
B1/E07-059/JAS/08,E07-059,7,8,1,1,BRK
B1/E07-060/JAS/01,E07-060,0,0.5,0.5,1,SAP
B1/E07-060/JAS/02,E07-060,0.5,1,0.5,1,SROC
B1/E07-060/JAS/03,E07-060,1,2,1,1,BRK
B1/E07-061/JAS/01,E07-061,0,1,1,1,SAP
B1/E07-061/JAS/02,E07-061,1,2,1,1,SAP
B1/E07-061/JAS/03,E07-061,2,3,1,1,SAP
B1/E07-061/JAS/04,E07-061,3,4,1,1,RSAP
B1/E07-061/JAS/05,E07-061,4,5,1,1,RSAP
B1/E07-061/JAS/06,E07-061,5,6,1,1,BRK
B1/E07-061/JAS/07,E07-061,6,7,1,1,BRK
B1/E07-062/JAS/01,E07-062,0,1,1,1,LIM
B1/E07-062/JAS/02,E07-062,1,1.35,0.35,1,LIM
B1/E07-062/JAS/03,E07-062,1.35,1.6,0.25,1,LIM
B1/E07-062/JAS/04,E07-062,1.6,2,0.4,1,SAP
B1/E07-062/JAS/05,E07-062,2,3,1,1,SAP
B1/E07-062/JAS/06,E07-062,3,4,1,1,SAP
B1/E07-062/JAS/07,E07-062,4,5,0.9,0.9,SAP
B1/E07-062/JAS/08,E07-062,5,6,0.75,0.75,SAP
B1/E07-062/JAS/09,E07-062,6,7,1,1,SAP
B1/E07-062/JAS/10,E07-062,7,8,1,1,SAP
B1/E07-062/JAS/11,E07-062,8,8.65,0.65,1,SAP
B1/E07-062/JAS/12,E07-062,8.65,9,0.35,1,BLD
B1/E07-062/JAS/13,E07-062,9,10,1,1,BLD
B1/E07-062/JAS/14,E07-062,10,11,1,1,SAP
B1/E07-062/JAS/15,E07-062,11,12,0.85,0.85,SAP
B1/E07-062/JAS/16,E07-062,12,13,1,1,RSAP
B1/E07-062/JAS/17,E07-062,13,14,1,1,RSAP
B1/E07-062/JAS/18,E07-062,14,15,1,1,RSAP
B1/E07-062/JAS/19,E07-062,15,16,1,1,RSAP
B1/E07-062/JAS/20,E07-062,16,17,1,1,RSAP
B1/E07-062/JAS/21,E07-062,17,17.5,0.5,1,RSAP
B1/E07-062/JAS/22,E07-062,17.5,18,0.5,1,RSAP
B1/E07-062/JAS/23,E07-062,18,19,1,1,RSAP
B1/E07-062/JAS/24,E07-062,19,19.5,0.5,1,RSAP
B1/E07-063/JAS/01,E07-063,0,1,1,1,LIM
B1/E07-063/JAS/02,E07-063,1,2,1,1,LIM
B1/E07-063/JAS/03,E07-063,2,3,1,1,LIM
B1/E07-063/JAS/04,E07-063,3,4,1,1,LIM
B1/E07-063/JAS/05,E07-063,4,4.6,0.6,1,LIM
B1/E07-063/JAS/06,E07-063,4.6,5,0.4,1,LIM
B1/E07-063/JAS/07,E07-063,5,6,1,1,LIM
B1/E07-063/JAS/08,E07-063,6,7,1,1,LIM
B1/E07-063/JAS/09,E07-063,7,8,1,1,SAP
B1/E07-063/JAS/10,E07-063,8,9,1,1,SAP
B1/E07-063/JAS/11,E07-063,9,10,1,1,BRK
B1/E07-063/JAS/12,E07-063,10,11,1,1,BRK
B1/E07-064/JAS/01,E07-064,0,1,1,1,LIM
B1/E07-064/JAS/02,E07-064,1,2,1,1,LIM
B1/E07-064/JAS/03,E07-064,2,3,1,1,LIM
B1/E07-064/JAS/04,E07-064,3,4,1,1,LIM
B1/E07-064/JAS/05,E07-064,4,5,1,1,LIM
B1/E07-064/JAS/06,E07-064,5,6,1,1,LIM
B1/E07-064/JAS/07,E07-064,6,7,1,1,LIM
B1/E07-064/JAS/08,E07-064,7,8.1,1.1,1,LIM
B1/E07-064/JAS/09,E07-064,8.1,8.55,0.45,1,BLD
B1/E07-064/JAS/10,E07-064,8.55,9,0.45,1,SAP
B1/E07-064/JAS/11,E07-064,9,10,1,1,RSAP
B1/E07-064/JAS/12,E07-064,10,11,1,1,SROC
B1/E07-064/JAS/13,E07-064,11,11.15,0.15,1,BLD
B1/E07-064/JAS/14,E07-064,11.15,11.5,0.35,1,SROC
B1/E07-064/JAS/15,E07-064,11.5,11.7,0.2,1,BLD
B1/E07-064/JAS/16,E07-064,11.7,12,0.3,1,SROC
B1/E07-064/JAS/17,E07-064,12,12.15,0.15,1,BLD
B1/E07-064/JAS/18,E07-064,12.15,13,0.85,1,SROC
B1/E07-064/JAS/19,E07-064,13,14,1,1,SROC
B1/E07-064/JAS/20,E07-064,14,15,1,1,RSAP
B1/E07-064/JAS/21,E07-064,15,16,1,1,RSAP
B1/E07-064/JAS/22,E07-064,16,17,1,1,SROC
B1/E07-064/JAS/23,E07-064,17,18,1,1,SROC
B1/E07-081/JAS/01,E07-081,0,1,1,1,LIM
B1/E07-081/JAS/02,E07-081,1,2,1,1,LIM
B1/E07-081/JAS/03,E07-081,2,3,1,1,LIM
B1/E07-081/JAS/04,E07-081,3,4,1,1,SAP
B1/E07-081/JAS/05,E07-081,4,5.17,1.17,1,SAP
B1/E07-081/JAS/06,E07-081,5.17,5.44,0.27,1,BLD
B1/E07-081/JAS/07,E07-081,5.44,6,0.56,1,SAP
B1/E07-081/JAS/08,E07-081,6,6.75,0.75,1,SAP
B1/E07-081/JAS/09,E07-081,6.75,7.09,0.34,1,BLD
B1/E07-081/JAS/10,E07-081,7.09,8,0.91,1,SAP
B1/E07-081/JAS/11,E07-081,8,9,1,1,SAP
B1/E07-081/JAS/12,E07-081,9,10,1,1,SAP
B1/E07-081/JAS/13,E07-081,10,11,1,1,SAP
B1/E07-081/JAS/14,E07-081,11,11.75,0.75,1,BRK
B1/E07-081/JAS/15,E07-081,11.75,12.2,0.45,1,BRK
B1/E07-082/JAS/01,E07-082,0,1,1,1,LIM
B1/E07-082/JAS/02,E07-082,1,2,1,1,LIM
B1/E07-082/JAS/03,E07-082,2,3,1,1,LIM
B1/E07-082/JAS/04,E07-082,3,4,1,1,LIM
B1/E07-082/JAS/05,E07-082,4,5,1,1,LIM
B1/E07-082/JAS/06,E07-082,5,6,1,1,SAP
B1/E07-082/JAS/07,E07-082,6,7,0.6,0.6,SAP
B1/E07-082/JAS/08,E07-082,7,8,1,1,SAP
B1/E07-082/JAS/09,E07-082,8,9,0.83,0.83,SAP
B1/E07-082/JAS/10,E07-082,9,10,1,1,SAP
B1/E07-082/JAS/11,E07-082,10,11,1,1,SAP
B1/E07-082/JAS/12,E07-082,11,11.65,0.65,1,SAP
B1/E07-082/JAS/13,E07-082,11.65,11.8,0.15,1,BLD
B1/E07-082/JAS/14,E07-082,11.8,12,0.2,1,SAP
B1/E07-082/JAS/15,E07-082,12,13,1,1,SAP
B1/E07-082/JAS/16,E07-082,13,14,1,1,SAP
B1/E07-082/JAS/17,E07-082,14,15,1,1,SAP
B1/E07-082/JAS/18,E07-082,15,16,1,1,SAP
B1/E07-082/JAS/19,E07-082,16,16.5,0.5,1,SAP
B1/E07-082/JAS/20,E07-082,16.5,16.74,0.24,1,BLD
B1/E07-082/JAS/21,E07-082,16.74,17,0.26,1,SAP
B1/E07-082/JAS/22,E07-082,17,18,1,1,SAP
B1/E07-082/JAS/23,E07-082,18,19,1,1,RSAP
B1/E07-082/JAS/24,E07-082,19,20,1,1,RSAP
B1/E07-082/JAS/25,E07-082,20,21,1,1,RSAP
B1/E07-082/JAS/26,E07-082,21,22,1,1,RSAP
B1/E07-082/JAS/27,E07-082,22,23,1,1,RSAP
B1/E07-082/JAS/28,E07-082,23,23.5,0.5,1,RSAP
B1/E07-084/JAS/01,E07-084,0,1,1,1,LIM
B1/E07-084/JAS/02,E07-084,1,2,1,1,LIM
B1/E07-084/JAS/03,E07-084,2,3,0.68,0.68,LIM
B1/E07-084/JAS/04,E07-084,3,4,1,1,SAP
B1/E07-084/JAS/05,E07-084,4,5,1,1,SAP
B1/E07-084/JAS/06,E07-084,5,5.6,0.6,1,SAP
B1/E07-084/JAS/07,E07-084,5.6,6,0.4,1,SAP
B1/E07-084/JAS/08,E07-084,6,7,1,1,RSAP
B1/E07-084/JAS/09,E07-084,7,8,1,1,RSAP
B1/E07-084/JAS/10,E07-084,8,8.5,0.5,1,RSAP
B1/E07-085/JAS/01,E07-085,0,1,1,1,LIM
B1/E07-085/JAS/02,E07-085,1,2,1,1,LIM
B1/E07-085/JAS/03,E07-085,2,3,1,1,LIM
B1/E07-085/JAS/04,E07-085,3,4,1,1,LIM
B1/E07-085/JAS/05,E07-085,4,5,1,1,LIM
B1/E07-085/JAS/06,E07-085,5,6,1,1,LIM
B1/E07-085/JAS/07,E07-085,6,7,1,1,LIM
B1/E07-085/JAS/08,E07-085,7,8,1,1,SAP
B1/E07-085/JAS/09,E07-085,8,9,1,1,SAP
B1/E07-085/JAS/10,E07-085,9,10,1,1,SAP
B1/E07-085/JAS/11,E07-085,10,11,1,1,SAP
B1/E07-085/JAS/12,E07-085,11,12,1,1,SAP
B1/E07-085/JAS/13,E07-085,12,13,1,1,RSAP
B1/E07-085/JAS/14,E07-085,13,13.5,0.5,1,BLD
B1/E07-085/JAS/15,E07-085,13.5,14,0.5,1,RSAP
B1/E07-085/JAS/16,E07-085,14,14.46,0.46,1,BLD
B1/E07-085/JAS/17,E07-085,14.46,15,0.44,0.814814815,BLD
B1/E07-085/JAS/18,E07-085,15,16,1,1,BRK
B1/E07-085/JAS/19,E07-085,16,17,1,1,BRK
B1/E07-086/JAS/01,E07-086,0,1,1,1,LIM
B1/E07-086/JAS/02,E07-086,1,2,1,1,LIM
B1/E07-086/JAS/03,E07-086,2,3,0.9,0.9,LIM
B1/E07-086/JAS/04,E07-086,3,4,0.3,0.3,LIM
B1/E07-086/JAS/05,E07-086,4,5,1,1,LIM
B1/E07-086/JAS/06,E07-086,5,6,1,1,SAP
B1/E07-086/JAS/07,E07-086,6,7,1,1,RSAP
B1/E07-086/JAS/08,E07-086,7,8,1,1,RSAP
B1/E07-086/JAS/09,E07-086,8,9,1,1,SAP
B1/E07-086/JAS/10,E07-086,9,10,1,1,SAP
B1/E07-086/JAS/11,E07-086,10,11,1,1,RSAP
B1/E07-086/JAS/12,E07-086,11,12,1,1,BLD
B1/E07-087/JAS/01,E07-087,0,1,1,1,LIM
B1/E07-087/JAS/02,E07-087,1,2,1,1,LIM
B1/E07-087/JAS/03,E07-087,2,3,0.94,0.94,LIM
B1/E07-087/JAS/04,E07-087,3,4,1,1,SAP
B1/E07-087/JAS/05,E07-087,4,5,1,1,SAP
B1/E07-087/JAS/06,E07-087,5,6,0.92,0.92,LIM
B1/E07-087/JAS/07,E07-087,6,6.6,0.6,1,SAP
B1/E07-087/JAS/08,E07-087,6.6,7.16,0.56,1,BLD
B1/E07-087/JAS/09,E07-087,7.16,8,0.84,1,SAP
B1/E07-087/JAS/10,E07-087,8,9,1,1,SROC
B1/E07-087/JAS/11,E07-087,9,9.65,0.65,1,RSAP
B1/E07-087/JAS/12,E07-087,9.65,10,0.35,1,SROC
B1/E07-087/JAS/13,E07-087,10,11,1,1,BLD
B1/E07-087/JAS/14,E07-087,11,12,1,1,SAP
B1/E07-087/JAS/15,E07-087,12,13,1,1,SAP
B1/E07-087/JAS/16,E07-087,13,14,1,1,SAP
B1/E07-088/JAS/01,E07-088,0,1,1,1,LIM
B1/E07-088/JAS/02,E07-088,1,2,1,1,SAP
B1/E07-088/JAS/03,E07-088,2,3,1,1,SAP
B1/E07-088/JAS/04,E07-088,3,4,1,1,SAP
B1/E07-088/JAS/05,E07-088,4,5,1,1,SAP
B1/E07-088/JAS/06,E07-088,5,6,1,1,BLD
B1/E07-088/JAS/07,E07-088,6,6.3,0.3,1,SAP
B1/E07-088/JAS/08,E07-088,6.3,7,0.7,1,SAP
B1/E07-088/JAS/09,E07-088,7,8,1,1,SAP
B1/E07-088/JAS/10,E07-088,8,8.7,0.7,1,SAP
B1/E07-088/JAS/11,E07-088,8.7,9.6,0.9,1,BRK
B1/E07-089/JAS/01,E07-089,0,1,1,1,LIM
B1/E07-089/JAS/02,E07-089,1,2,1,1,LIM
B1/E07-089/JAS/03,E07-089,2,2.3,0.3,1,BLD
B1/E07-089/JAS/04,E07-089,2.3,3,0.7,1,SAP
B1/E07-089/JAS/05,E07-089,3,4,0.95,0.95,BLD
B1/E07-089/JAS/06,E07-089,4,5,1,1,SAP
B1/E07-089/JAS/07,E07-089,5,5.69,0.69,1,SAP
B1/E07-089/JAS/08,E07-089,5.69,6.15,0.46,1,BLD
B1/E07-089/JAS/09,E07-089,6.15,7,0.85,1,SAP
B1/E07-089/JAS/10,E07-089,7,8,1,1,RSAP
B1/E07-089/JAS/11,E07-089,8,9,1,1,BRK
B1/E07-089/JAS/12,E07-089,9,9.7,0.7,1,BRK
B1/E07-090/JAS/01,E07-090,0,1,1,1,LIM
B1/E07-090/JAS/02,E07-090,1,2,1,1,LIM
B1/E07-090/JAS/03,E07-090,2,3,1,1,LIM
B1/E07-090/JAS/04,E07-090,3,4,1,1,LIM
B1/E07-090/JAS/05,E07-090,4,5,1,1,LIM
B1/E07-090/JAS/06,E07-090,5,6,1,1,LIM
B1/E07-090/JAS/07,E07-090,6,7,1,1,LIM
B1/E07-090/JAS/08,E07-090,7,8,1,1,LIM
B1/E07-090/JAS/09,E07-090,8,9,1,1,LIM
B1/E07-090/JAS/10,E07-090,9,10,1,1,SAP
B1/E07-090/JAS/11,E07-090,10,11,1,1,SAP
B1/E07-090/JAS/12,E07-090,11,12,1,1,SAP
B1/E07-090/JAS/13,E07-090,12,13,1,1,SAP
B1/E07-090/JAS/14,E07-090,13,13.72,0.72,1,SAP
B1/E07-090/JAS/15,E07-090,13.72,14,0.28,1,RSAP
B1/E07-090/JAS/16,E07-090,14,14.25,0.25,1,SROC
B1/E07-090/JAS/17,E07-090,14.25,15,0.75,1,SAP
B1/E07-090/JAS/18,E07-090,15,16,1,1,SAP
B1/E07-090/JAS/19,E07-090,16,16.25,0.25,1,SAP
B1/E07-090/JAS/20,E07-090,16.25,17,0.75,1,SAP
B1/E07-090/JAS/21,E07-090,17,18,1,1,SAP
B1/E07-090/JAS/22,E07-090,18,18.63,0.63,1,SAP
B1/E07-090/JAS/23,E07-090,18.63,19,0.37,1,SAP
B1/E07-090/JAS/24,E07-090,19,19.5,0.5,1,SAP
B1/E07-091/JAS/01,E07-091,0,0.3,0.3,1,LIM
B1/E07-091/JAS/02,E07-091,0.3,1,0.7,1,RSAP
B1/E07-091/JAS/03,E07-091,1,1.52,0.52,1,SAP
B1/E07-091/JAS/04,E07-091,1.52,2,0.48,1,SROC
B1/E07-091/JAS/05,E07-091,2,3,1,1,BRK
B1/E07-091/JAS/06,E07-091,3,4,1,1,BRK
B1/E07-092/JAS/01,E07-092,0,1,0.5,0.5,LIM
B1/E07-092/JAS/02,E07-092,1,1.5,0.5,1,LIM
B1/E07-092/JAS/03,E07-092,1.5,2,0.3,0.6,BLD
B1/E07-092/JAS/04,E07-092,2,3,1,1,SAP
B1/E07-092/JAS/05,E07-092,3,3.65,0.65,1,SAP
B1/E07-092/JAS/06,E07-092,3.65,4,0.35,1,SAP
B1/E07-092/JAS/07,E07-092,4,4.7,0.7,1,SAP
B1/E07-092/JAS/08,E07-092,4.7,5,0.3,1,SAP
B1/E07-092/JAS/09,E07-092,5,6,1,1,BLD
B1/E07-092/JAS/10,E07-092,6,7,1,1,BLD
B1/E07-092/JAS/11,E07-092,7,8,1,1,BLD
B1/E07-092/JAS/12,E07-092,8,9,1,1,BRK
B1/E07-093/JAS/01,E07-093,0,1,1,1,LIM
B1/E07-093/JAS/02,E07-093,1,2,1,1,LIM
B1/E07-093/JAS/03,E07-093,2,3,0.95,0.95,SAP
B1/E07-093/JAS/04,E07-093,3,4,0.94,0.94,SAP
B1/E07-093/JAS/05,E07-093,4,5,0.97,0.97,SAP
B1/E07-093/JAS/06,E07-093,5,5.46,0.46,1,SROC
B1/E07-093/JAS/07,E07-093,5.46,6,0.54,1,RSAP
B1/E07-093/JAS/08,E07-093,6,6.67,0.67,1,RSAP
B1/E07-093/JAS/09,E07-093,6.67,7,0.33,1,SROC
B1/E07-093/JAS/10,E07-093,7,8,1,1,SAP
B1/E07-093/JAS/11,E07-093,8,9,1,1,RSAP
B1/E07-093/JAS/12,E07-093,9,10,1,1,BRK
B1/E07-094/JAS/01,E07-094,0,1,1,1,LIM
B1/E07-094/JAS/02,E07-094,1,1.6,0.6,1,RSAP
B1/E07-094/JAS/03,E07-094,1.6,2,0.4,1,SAP
B1/E07-094/JAS/04,E07-094,2,3,1,1,SAP
B1/E07-094/JAS/05,E07-094,3,4,1,1,SAP
B1/E07-094/JAS/06,E07-094,4,4.5,0.5,1,SAP
B1/E07-094/JAS/07,E07-094,4.5,5,0.5,1,SAP
B1/E07-094/JAS/08,E07-094,5,6,1,1,SAP
B1/E07-094/JAS/09,E07-094,6,7.15,1.15,1,BLD
B1/E07-094/JAS/10,E07-094,7.15,8.2,1.05,1,RSAP
B1/E07-094/JAS/11,E07-094,8.2,8.55,0.35,1,BLD
B1/E07-094/JAS/12,E07-094,8.55,9,0.45,1,RSAP
B1/E07-094/JAS/13,E07-094,9,10,1,1,RSAP
B1/E07-094/JAS/14,E07-094,10,11,1,1,RSAP
B1/E07-094/JAS/15,E07-094,11,11.25,0.25,1,BLD
B1/E07-094/JAS/16,E07-094,11.25,12,0.75,1,RSAP
B1/E07-094/JAS/17,E07-094,12,13,1,1,RSAP
B1/E07-095/JAS/01,E07-095,0,1,1,1,LIM
B1/E07-095/JAS/02,E07-095,1,2,1,1,LIM
B1/E07-095/JAS/03,E07-095,2,3,1,1,LIM
B1/E07-095/JAS/04,E07-095,3,4,1,1,SAP
B1/E07-095/JAS/05,E07-095,4,4.6,0.6,1,BLD
B1/E07-095/JAS/06,E07-095,4.6,5,0.4,1,SAP
B1/E07-095/JAS/07,E07-095,5,6,1,1,RSAP
B1/E07-095/JAS/08,E07-095,6,7,1,1,RSAP
B1/E07-095/JAS/09,E07-095,7,8,1,1,RSAP
B1/E07-095/JAS/10,E07-095,8,9,1,1,RSAP
B1/E07-095/JAS/11,E07-095,9,10,1,1,RSAP
B1/E07-095/JAS/12,E07-095,10,11,1,1,RSAP
B1/E07-095/JAS/13,E07-095,11,12,1,1,RSAP
B1/E07-095/JAS/14,E07-095,12,12.3,0.3,1,SAP
B1/E07-096/JAS/01,E07-096,0,0.25,0.25,1,LIM
B1/E07-096/JAS/02,E07-096,0.25,1,0.75,1,RSAP
B1/E07-096/JAS/03,E07-096,1,1.43,0.43,1,RSAP
B1/E07-096/JAS/04,E07-096,1.43,1.58,0.15,1,BLD
B1/E07-096/JAS/05,E07-096,1.58,2,0.42,1,RSAP
B1/E07-096/JAS/06,E07-096,2,2.73,0.73,1,BLD
B1/E07-096/JAS/07,E07-096,2.73,3,0.27,1,SAP
B1/E07-096/JAS/08,E07-096,3,3.3,0.3,1,SAP
B1/E07-096/JAS/09,E07-096,3.3,4,0.7,1,SAP
B1/E07-096/JAS/10,E07-096,4,4.25,0.25,1,SAP
B1/E07-096/JAS/11,E07-096,4.25,4.4,0.15,1,BLD
B1/E07-096/JAS/12,E07-096,4.4,4.6,0.2,1,RSAP
B1/E07-096/JAS/13,E07-096,4.6,5,0.4,1,SAP
B1/E07-096/JAS/14,E07-096,5,6,1,1,SAP
B1/E07-096/JAS/15,E07-096,6,7,1,1,RSAP
B1/E07-096/JAS/16,E07-096,7,8.1,1.1,1,RSAP
B1/E07-096/JAS/17,E07-096,8.1,8.35,0.25,1,BLD
B1/E07-096/JAS/18,E07-096,8.35,9,0.65,1,RSAP
B1/E07-096/JAS/19,E07-096,9,10,1,1,RSAP
B1/E07-096/JAS/20,E07-096,10,10.3,0.3,1,BLD
B1/E07-096/JAS/21,E07-096,10.3,10.8,0.5,1,RSAP
B1/E07-096/JAS/22,E07-096,10.8,11,0.2,1,BLD
B1/E07-096/JAS/23,E07-096,11,12,1,1,RSAP
B1/E07-096/JAS/24,E07-096,12,13,1,1,RSAP
B1/E07-096/JAS/25,E07-096,13,14,1,1,RSAP
B1/E07-096/JAS/26,E07-096,14,15,1,1,RSAP
B1/E07-113/JAS/01,E07-113,0,1,1,1,LIM
B1/E07-113/JAS/02,E07-113,1,2,1,1,LIM
B1/E07-113/JAS/03,E07-113,2,3,1,1,LIM
B1/E07-113/JAS/04,E07-113,3,4,1,1,SAP
B1/E07-113/JAS/05,E07-113,4,5,1,1,SAP
B1/E07-113/JAS/06,E07-113,5,6,1,1,SAP
B1/E07-113/JAS/07,E07-113,6,7,1,1,SAP
B1/E07-113/JAS/08,E07-113,7,8,1,1,SAP
